Type,Run,Epoch1,Epoch2,Stage1,Stage2,Similarity,Matrix_Type,n
Between_Epochs,1,51,54,after_training,after_training,0.55505478,binary,3
Between_Epochs,1,54,57,after_training,after_training,0.55732985,binary,3
Between_Epochs,1,48,51,after_training,after_training,0.55653040,binary,3
Between_Epochs,1,60,63,after_training,after_training,0.55718443,binary,3
Between_Epochs,1,63,66,after_training,after_training,0.55686946,binary,3
Between_Epochs,1,57,60,after_training,after_training,0.55805733,binary,3
Between_Epochs,1,69,72,after_training,after_training,0.55633671,binary,3
Between_Epochs,1,66,69,after_training,after_training,0.55718443,binary,3
Between_Epochs,1,72,75,after_training,after_training,0.55742681,binary,3
Between_Epochs,1,75,78,after_training,after_training,0.55674835,binary,3
Between_Epochs,1,78,81,after_training,after_training,0.55691791,binary,3
Between_Epochs,1,81,84,after_training,after_training,0.55791178,binary,3
Between_Epochs,1,84,87,after_training,after_training,0.55771776,binary,3
Between_Epochs,1,87,90,after_training,after_training,0.55745105,binary,3
Between_Epochs,1,90,93,after_training,after_training,0.55749953,binary,3
Between_Epochs,1,93,96,after_training,after_training,0.55745105,binary,3
Between_Epochs,1,96,99,after_training,after_training,0.55781476,binary,3
Between_Epochs,1,99,102,after_training,after_training,0.55740257,binary,3
Between_Epochs,1,102,105,after_training,after_training,0.55793604,binary,3
Between_Epochs,1,105,108,after_training,after_training,0.55725714,binary,3
Between_Epochs,1,108,111,after_training,after_training,0.55771776,binary,3
Between_Epochs,1,111,114,after_training,after_training,0.55774201,binary,3
Between_Epochs,1,114,117,after_training,after_training,0.55893121,binary,3
Between_Epochs,1,117,120,after_training,after_training,0.55796030,binary,3
Between_Epochs,1,120,123,after_training,after_training,0.55735409,binary,3
Between_Epochs,1,123,126,after_training,after_training,0.55720867,binary,3
Between_Epochs,1,126,129,after_training,after_training,0.55846988,binary,3
Between_Epochs,1,129,132,after_training,after_training,0.55883407,binary,3
Between_Epochs,1,132,135,after_training,after_training,0.55764501,binary,3
Between_Epochs,1,135,138,after_training,after_training,0.55822718,binary,3
Between_Epochs,1,138,141,after_training,after_training,0.55694213,binary,3
Between_Epochs,1,141,144,after_training,after_training,0.55861553,binary,3
Between_Epochs,1,144,147,after_training,after_training,0.55791178,binary,3
Between_Epochs,1,147,150,after_training,after_training,0.55728137,binary,3
Between_Epochs,1,150,153,after_training,after_training,0.55781476,binary,3
Between_Epochs,1,153,156,after_training,after_training,0.55640934,binary,3
Between_Epochs,1,159,162,after_training,after_training,0.55883407,binary,3
Between_Epochs,1,156,159,after_training,after_training,0.55575595,binary,3
Between_Epochs,1,162,165,after_training,after_training,0.55788753,binary,3
Between_Epochs,1,165,168,after_training,after_training,0.55699059,binary,3
Between_Epochs,1,168,171,after_training,after_training,0.55587691,binary,3
Between_Epochs,1,171,174,after_training,after_training,0.55716020,binary,3
Between_Epochs,1,174,177,after_training,after_training,0.55776626,binary,3
Between_Epochs,1,177,180,after_training,after_training,0.55667569,binary,3
Between_Epochs,1,180,183,after_training,after_training,0.55861553,binary,3
Between_Epochs,1,183,186,after_training,after_training,0.55665147,binary,3
Between_Epochs,1,186,189,after_training,after_training,0.55728137,binary,3
Between_Epochs,1,189,192,after_training,after_training,0.55699059,binary,3
Between_Epochs,1,192,195,after_training,after_training,0.55524815,binary,3
Between_Epochs,1,195,198,after_training,after_training,0.55686946,binary,3
Between_Epochs,2,9,12,after_training,after_training,0.55410667,binary,3
Between_Epochs,2,0,3,after_training,after_training,0.55631885,binary,3
Between_Epochs,2,3,6,after_training,after_training,0.55562085,binary,3
Between_Epochs,2,6,9,after_training,after_training,0.55278717,binary,3
Between_Epochs,2,15,18,after_training,after_training,0.55805452,binary,3
Between_Epochs,2,12,15,after_training,after_training,0.55728264,binary,3
Between_Epochs,2,18,21,after_training,after_training,0.55757200,binary,3
Between_Epochs,2,21,24,after_training,after_training,0.55391460,binary,3
Between_Epochs,2,24,27,after_training,after_training,0.55574115,binary,3
Between_Epochs,2,30,33,after_training,after_training,0.55554868,binary,3
Between_Epochs,2,33,36,after_training,after_training,0.55615031,binary,3
Between_Epochs,2,27,30,after_training,after_training,0.55665604,binary,3
Between_Epochs,2,36,39,after_training,after_training,0.55598181,binary,3
Between_Epochs,2,39,42,after_training,after_training,0.55856149,binary,3
Between_Epochs,2,42,45,after_training,after_training,0.55694518,binary,3
Between_Epochs,2,45,48,after_training,after_training,0.55764436,binary,3
Between_Epochs,2,48,51,after_training,after_training,0.55562085,binary,3
Between_Epochs,2,51,54,after_training,after_training,0.55713799,binary,3
Between_Epochs,2,57,60,after_training,after_training,0.55557274,binary,3
Between_Epochs,2,54,57,after_training,after_training,0.55807866,binary,3
Between_Epochs,2,60,63,after_training,after_training,0.55723442,binary,3
Between_Epochs,2,63,66,after_training,after_training,0.55737908,binary,3
Between_Epochs,2,66,69,after_training,after_training,0.55735497,binary,3
Between_Epochs,2,69,72,after_training,after_training,0.55812693,binary,3
Between_Epochs,2,72,75,after_training,after_training,0.55749965,binary,3
Between_Epochs,2,75,78,after_training,after_training,0.55672831,binary,3
Between_Epochs,2,78,81,after_training,after_training,0.55612624,binary,3
Between_Epochs,2,81,84,after_training,after_training,0.55776498,binary,3
Between_Epochs,2,84,87,after_training,after_training,0.55583741,binary,3
Between_Epochs,2,90,93,after_training,after_training,0.55627069,binary,3
Between_Epochs,2,87,90,after_training,after_training,0.55757200,binary,3
Between_Epochs,2,93,96,after_training,after_training,0.55752377,binary,3
Between_Epochs,2,96,99,after_training,after_training,0.55711389,binary,3
Between_Epochs,2,102,105,after_training,after_training,0.55877886,binary,3
Between_Epochs,2,105,108,after_training,after_training,0.55754789,binary,3
Between_Epochs,2,99,102,after_training,after_training,0.55453899,binary,3
Between_Epochs,2,111,114,after_training,after_training,0.55708978,binary,3
Between_Epochs,2,114,117,after_training,after_training,0.55473121,binary,3
Between_Epochs,2,108,111,after_training,after_training,0.55759612,binary,3
Between_Epochs,2,117,120,after_training,after_training,0.55653560,binary,3
Between_Epochs,2,120,123,after_training,after_training,0.55824761,binary,3
Between_Epochs,2,123,126,after_training,after_training,0.55786148,binary,3
Between_Epochs,2,126,129,after_training,after_training,0.55655969,binary,3
Between_Epochs,2,129,132,after_training,after_training,0.55542841,binary,3
Between_Epochs,2,132,135,after_training,after_training,0.55622254,binary,3
Between_Epochs,2,138,141,after_training,after_training,0.55827175,binary,3
Between_Epochs,2,135,138,after_training,after_training,0.55832004,binary,3
Between_Epochs,2,141,144,after_training,after_training,0.55646334,binary,3
Between_Epochs,2,144,147,after_training,after_training,0.55894797,binary,3
Between_Epochs,2,147,150,after_training,after_training,0.55701748,binary,3
Between_Epochs,2,150,153,after_training,after_training,0.55740319,binary,3
Between_Epochs,2,153,156,after_training,after_training,0.55696927,binary,3
Between_Epochs,2,159,162,after_training,after_training,0.55759612,binary,3
Between_Epochs,2,156,159,after_training,after_training,0.55598181,binary,3
Between_Epochs,2,162,165,after_training,after_training,0.55547652,binary,3
Between_Epochs,2,165,168,after_training,after_training,0.55651151,binary,3
Between_Epochs,2,168,171,after_training,after_training,0.55677650,binary,3
Between_Epochs,2,171,174,after_training,after_training,0.55629477,binary,3
Between_Epochs,2,174,177,after_training,after_training,0.55701748,binary,3
Between_Epochs,2,180,183,after_training,after_training,0.55713799,binary,3
Between_Epochs,2,177,180,after_training,after_training,0.55648743,binary,3
Between_Epochs,2,183,186,after_training,after_training,0.55663195,binary,3
Between_Epochs,2,186,189,after_training,after_training,0.55651151,binary,3
Between_Epochs,2,189,192,after_training,after_training,0.55610216,binary,3
Between_Epochs,2,192,195,after_training,after_training,0.55800626,binary,3
Between_Epochs,2,195,198,after_training,after_training,0.55588554,binary,3
Between_Epochs,3,6,9,after_training,after_training,0.55363611,binary,3
Between_Epochs,3,0,3,after_training,after_training,0.55701033,binary,3
Between_Epochs,3,12,15,after_training,after_training,0.55546601,binary,3
Between_Epochs,3,18,21,after_training,after_training,0.55534549,binary,3
Between_Epochs,3,15,18,after_training,after_training,0.55715527,binary,3
Between_Epochs,3,21,24,after_training,after_training,0.55703449,binary,3
Between_Epochs,3,3,6,after_training,after_training,0.55679298,binary,3
Between_Epochs,3,9,12,after_training,after_training,0.55686542,binary,3
Between_Epochs,3,42,45,after_training,after_training,0.55846092,binary,3
Between_Epochs,3,45,48,after_training,after_training,0.55749356,binary,3
Between_Epochs,3,27,30,after_training,after_training,0.55512860,binary,3
Between_Epochs,3,30,33,after_training,after_training,0.55730023,binary,3
Between_Epochs,3,39,42,after_training,after_training,0.55662396,binary,3
Between_Epochs,3,36,39,after_training,after_training,0.55795291,binary,3
Between_Epochs,3,24,27,after_training,after_training,0.55759024,binary,3
Between_Epochs,3,33,36,after_training,after_training,0.55536960,binary,3
Between_Epochs,3,66,69,after_training,after_training,0.55884820,binary,3
Between_Epochs,3,48,51,after_training,after_training,0.55737272,binary,3
Between_Epochs,3,54,57,after_training,after_training,0.55701033,binary,3
Between_Epochs,3,63,66,after_training,after_training,0.55693787,binary,3
Between_Epochs,3,57,60,after_training,after_training,0.55710695,binary,3
Between_Epochs,3,69,72,after_training,after_training,0.55800127,binary,3
Between_Epochs,3,60,63,after_training,after_training,0.56005969,binary,3
Between_Epochs,3,51,54,after_training,after_training,0.55955063,binary,3
Between_Epochs,3,84,87,after_training,after_training,0.55717943,binary,3
Between_Epochs,3,72,75,after_training,after_training,0.55744522,binary,3
Between_Epochs,3,75,78,after_training,after_training,0.55972028,binary,3
Between_Epochs,3,90,93,after_training,after_training,0.55817058,binary,3
Between_Epochs,3,78,81,after_training,after_training,0.55715527,binary,3
Between_Epochs,3,81,84,after_training,after_training,0.55788036,binary,3
Between_Epochs,3,87,90,after_training,after_training,0.55679298,binary,3
Between_Epochs,3,93,96,after_training,after_training,0.55674468,binary,3
Between_Epochs,3,99,102,after_training,after_training,0.55768694,binary,3
Between_Epochs,3,102,105,after_training,after_training,0.55800127,binary,3
Between_Epochs,3,96,99,after_training,after_training,0.55865453,binary,3
Between_Epochs,3,111,114,after_training,after_training,0.55739689,binary,3
Between_Epochs,3,108,111,after_training,after_training,0.55788036,binary,3
Between_Epochs,3,114,117,after_training,after_training,0.55790454,binary,3
Between_Epochs,3,117,120,after_training,after_training,0.55681712,binary,3
Between_Epochs,3,105,108,after_training,after_training,0.55792872,binary,3
Between_Epochs,3,120,123,after_training,after_training,0.55933257,binary,3
Between_Epochs,3,123,126,after_training,after_training,0.55710695,binary,3
Between_Epochs,3,135,138,after_training,after_training,0.55696203,binary,3
Between_Epochs,3,138,141,after_training,after_training,0.55553834,binary,3
Between_Epochs,3,132,135,after_training,after_training,0.55746939,binary,3
Between_Epochs,3,126,129,after_training,after_training,0.55737272,binary,3
Between_Epochs,3,129,132,after_training,after_training,0.55766276,binary,3
Between_Epochs,3,141,144,after_training,after_training,0.55742106,binary,3
Between_Epochs,3,147,150,after_training,after_training,0.55705864,binary,3
Between_Epochs,3,144,147,after_training,after_training,0.55693787,binary,3
Between_Epochs,3,150,153,after_training,after_training,0.55688957,binary,3
Between_Epochs,3,162,165,after_training,after_training,0.55843672,binary,3
Between_Epochs,3,156,159,after_training,after_training,0.55809802,binary,3
Between_Epochs,3,159,162,after_training,after_training,0.55795291,binary,3
Between_Epochs,3,165,168,after_training,after_training,0.55715527,binary,3
Between_Epochs,3,153,156,after_training,after_training,0.55732440,binary,3
Between_Epochs,3,168,171,after_training,after_training,0.55795291,binary,3
Between_Epochs,3,177,180,after_training,after_training,0.55614128,binary,3
Between_Epochs,3,174,177,after_training,after_training,0.55809802,binary,3
Between_Epochs,3,183,186,after_training,after_training,0.55544191,binary,3
Between_Epochs,3,171,174,after_training,after_training,0.55647913,binary,3
Between_Epochs,3,186,189,after_training,after_training,0.55553834,binary,3
Between_Epochs,3,189,192,after_training,after_training,0.55599653,binary,3
Between_Epochs,3,180,183,after_training,after_training,0.55705864,binary,3
Between_Epochs,3,192,195,after_training,after_training,0.55621366,binary,3
Between_Epochs,3,195,198,after_training,after_training,0.55616540,binary,3
Between_Epochs,4,9,12,after_training,after_training,0.55423227,binary,3
Between_Epochs,4,6,9,after_training,after_training,0.55573586,binary,3
Between_Epochs,4,3,6,after_training,after_training,0.55539609,binary,3
Between_Epochs,4,0,3,after_training,after_training,0.55641586,binary,3
Between_Epochs,4,12,15,after_training,after_training,0.55724237,binary,3
Between_Epochs,4,21,24,after_training,after_training,0.55437765,binary,3
Between_Epochs,4,15,18,after_training,after_training,0.55806976,binary,3
Between_Epochs,4,18,21,after_training,after_training,0.55423227,binary,3
Between_Epochs,4,27,30,after_training,after_training,0.55668316,binary,3
Between_Epochs,4,24,27,after_training,after_training,0.55568731,binary,3
Between_Epochs,4,30,33,after_training,after_training,0.55760729,binary,3
Between_Epochs,4,39,42,after_training,after_training,0.55775330,binary,3
Between_Epochs,4,33,36,after_training,after_training,0.55743697,binary,3
Between_Epochs,4,42,45,after_training,after_training,0.55804541,binary,3
Between_Epochs,4,36,39,after_training,after_training,0.55590581,binary,3
Between_Epochs,4,45,48,after_training,after_training,0.55656165,binary,3
Between_Epochs,4,51,54,after_training,after_training,0.55797237,binary,3
Between_Epochs,4,48,51,after_training,after_training,0.55787500,binary,3
Between_Epochs,4,54,57,after_training,after_training,0.55831328,binary,3
Between_Epochs,4,60,63,after_training,after_training,0.55731534,binary,3
Between_Epochs,4,66,69,after_training,after_training,0.55824021,binary,3
Between_Epochs,4,57,60,after_training,after_training,0.55590581,binary,3
Between_Epochs,4,69,72,after_training,after_training,0.55750996,binary,3
Between_Epochs,4,63,66,after_training,after_training,0.55845942,binary,3
Between_Epochs,4,72,75,after_training,after_training,0.55704782,binary,3
Between_Epochs,4,75,78,after_training,after_training,0.55821586,binary,3
Between_Epochs,4,81,84,after_training,after_training,0.55855687,binary,3
Between_Epochs,4,87,90,after_training,after_training,0.55675608,binary,3
Between_Epochs,4,78,81,after_training,after_training,0.55814281,binary,3
Between_Epochs,4,90,93,after_training,after_training,0.55699919,binary,3
Between_Epochs,4,84,87,after_training,after_training,0.55726669,binary,3
Between_Epochs,4,93,96,after_training,after_training,0.55563877,binary,3
Between_Epochs,4,96,99,after_training,after_training,0.55845942,binary,3
Between_Epochs,4,99,102,after_training,after_training,0.55675608,binary,3
Between_Epochs,4,108,111,after_training,after_training,0.55716941,binary,3
Between_Epochs,4,102,105,after_training,after_training,0.55792369,binary,3
Between_Epochs,4,105,108,after_training,after_training,0.55831328,binary,3
Between_Epochs,4,114,117,after_training,after_training,0.55588153,binary,3
Between_Epochs,4,111,114,after_training,after_training,0.55814281,binary,3
Between_Epochs,4,117,120,after_training,after_training,0.55692625,binary,3
Between_Epochs,4,120,123,after_training,after_training,0.55605150,binary,3
Between_Epochs,4,129,132,after_training,after_training,0.55670747,binary,3
Between_Epochs,4,123,126,after_training,after_training,0.55785066,binary,3
Between_Epochs,4,126,129,after_training,after_training,0.55763162,binary,3
Between_Epochs,4,138,141,after_training,after_training,0.55673178,binary,3
Between_Epochs,4,135,138,after_training,after_training,0.55904428,binary,3
Between_Epochs,4,132,135,after_training,after_training,0.55539609,binary,3
Between_Epochs,4,141,144,after_training,after_training,0.55862996,binary,3
Between_Epochs,4,144,147,after_training,after_training,0.55780198,binary,3
Between_Epochs,4,147,150,after_training,after_training,0.55580869,binary,3
Between_Epochs,4,156,159,after_training,after_training,0.55585725,binary,3
Between_Epochs,4,159,162,after_training,after_training,0.55515348,binary,3
Between_Epochs,4,150,153,after_training,after_training,0.55673178,binary,3
Between_Epochs,4,162,165,after_training,after_training,0.55753429,binary,3
Between_Epochs,4,165,168,after_training,after_training,0.55841070,binary,3
Between_Epochs,4,153,156,after_training,after_training,0.55753429,binary,3
Between_Epochs,4,168,171,after_training,after_training,0.55787500,binary,3
Between_Epochs,4,171,174,after_training,after_training,0.55733966,binary,3
Between_Epochs,4,174,177,after_training,after_training,0.55833763,binary,3
Between_Epochs,4,180,183,after_training,after_training,0.55661025,binary,3
Between_Epochs,4,177,180,after_training,after_training,0.55733966,binary,3
Between_Epochs,4,183,186,after_training,after_training,0.55607579,binary,3
Between_Epochs,4,189,192,after_training,after_training,0.55843506,binary,3
Between_Epochs,4,186,189,after_training,after_training,0.55787500,binary,3
Between_Epochs,4,192,195,after_training,after_training,0.55763162,binary,3
Between_Epochs,4,195,198,after_training,after_training,0.55578441,binary,3
Between_Epochs,0,0,30,after_training,after_training,0.51240541,binary,30
Between_Epochs,0,30,60,after_training,after_training,0.52878975,binary,30
Between_Epochs,0,60,90,after_training,after_training,0.54028953,binary,30
Between_Epochs,0,90,120,after_training,after_training,0.53847097,binary,30
Between_Epochs,0,120,150,after_training,after_training,0.54128328,binary,30
Between_Epochs,0,150,180,after_training,after_training,0.54458128,binary,30
Between_Epochs,1,0,30,after_training,after_training,0.51626737,binary,30
Between_Epochs,1,120,150,after_training,after_training,0.54327843,binary,30
Between_Epochs,1,30,60,after_training,after_training,0.52996942,binary,30
Between_Epochs,1,60,90,after_training,after_training,0.53933725,binary,30
Between_Epochs,1,90,120,after_training,after_training,0.54009543,binary,30
Between_Epochs,1,150,180,after_training,after_training,0.54113914,binary,30
Between_Epochs,2,0,30,after_training,after_training,0.50883509,binary,30
Between_Epochs,2,60,90,after_training,after_training,0.53630449,binary,30
Between_Epochs,2,30,60,after_training,after_training,0.52760186,binary,30
Between_Epochs,2,90,120,after_training,after_training,0.53959653,binary,30
Between_Epochs,2,150,180,after_training,after_training,0.54278440,binary,30
Between_Epochs,2,120,150,after_training,after_training,0.54198029,binary,30
Between_Epochs,3,0,30,after_training,after_training,0.51496581,binary,30
Between_Epochs,3,90,120,after_training,after_training,0.54125397,binary,30
Between_Epochs,3,30,60,after_training,after_training,0.52815969,binary,30
Between_Epochs,3,120,150,after_training,after_training,0.54445573,binary,30
Between_Epochs,3,60,90,after_training,after_training,0.53451465,binary,30
Between_Epochs,3,150,180,after_training,after_training,0.54255679,binary,30
Between_Epochs,4,0,30,after_training,after_training,0.51321161,binary,30
Between_Epochs,4,30,60,after_training,after_training,0.53237532,binary,30
Between_Epochs,4,60,90,after_training,after_training,0.53997282,binary,30
Between_Epochs,4,90,120,after_training,after_training,0.54144893,binary,30
Between_Epochs,4,120,150,after_training,after_training,0.54061529,binary,30
Between_Epochs,4,150,180,after_training,after_training,0.54228348,binary,30
